image_path,label
dataset-resized\paper&cardboard\cardboard297.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard298.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard299.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard3.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard30.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard300.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard301.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard302.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard303.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard304.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard305.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard306.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard307.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard308.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard309.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard31.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard310.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard311.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard312.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard313.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard314.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard315.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard316.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard317.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard318.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard319.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard32.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard320.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard321.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard322.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard323.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard324.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard325.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard326.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard327.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard328.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard329.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard33.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard330.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard331.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard332.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard333.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard334.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard335.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard336.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard337.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard338.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard339.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard34.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard340.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard341.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard342.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard343.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard344.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard345.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard346.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard347.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard348.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard349.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard35.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard350.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard351.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard352.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard353.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard354.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard355.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard356.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard357.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard358.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard359.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard36.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard360.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard361.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard362.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard363.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard364.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard365.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard366.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard367.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard368.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard369.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard37.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard370.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard371.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard372.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard373.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard374.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard375.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard376.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard377.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard378.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard379.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard38.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard380.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard381.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard382.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard383.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard384.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard385.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard386.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard387.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard388.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard389.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard39.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard390.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard391.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard392.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard393.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard394.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard395.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard396.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard397.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard398.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard399.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard4.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard40.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard400.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard401.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard402.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard403.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard41.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard42.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard43.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard44.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard45.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard46.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard47.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard48.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard49.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard5.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard50.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard51.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard52.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard53.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard54.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard55.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard56.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard57.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard58.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard59.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard6.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard60.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard61.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard62.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard63.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard64.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard65.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard66.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard67.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard68.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard69.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard7.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard70.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard71.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard72.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard73.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard74.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard75.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard76.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard77.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard78.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard79.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard8.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard80.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard81.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard82.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard83.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard84.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard85.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard86.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard87.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard88.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard89.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard9.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard90.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard91.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard92.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard93.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard94.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard95.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard96.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard97.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard98.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard99.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper1.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper10.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper100.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper101.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper102.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper103.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper104.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper105.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper106.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper107.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper108.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper109.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper11.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper110.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper111.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper112.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper113.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper114.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper115.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper116.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper117.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper118.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper119.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper12.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper120.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper121.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper122.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper123.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper124.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper125.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper126.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper127.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper128.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper129.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper13.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper130.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper131.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper132.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper133.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper134.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper135.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper136.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper137.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper138.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper139.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper14.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper140.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper141.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper142.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper143.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper144.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper145.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper146.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper147.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper148.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper149.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper15.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper150.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper151.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper152.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper153.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper154.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper155.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper156.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper157.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper158.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper159.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper16.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper160.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper161.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper162.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper163.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper164.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper165.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper166.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper167.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper168.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper169.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper17.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper170.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper171.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper172.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper173.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper174.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper175.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper176.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper177.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper178.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper179.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper18.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper180.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper181.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper182.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper183.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper184.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper185.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper186.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper187.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper188.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper189.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper19.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper190.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper191.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper192.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper193.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper194.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper195.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper196.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper197.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper198.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper199.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper2.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper20.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper200.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper201.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper202.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper203.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper204.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper205.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper206.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper207.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper208.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper209.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper21.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper210.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper211.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper212.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper213.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper214.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper215.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper216.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper217.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper218.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper219.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper22.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper220.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper221.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper222.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper223.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper224.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper225.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper226.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper227.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper228.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper229.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper23.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper230.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper231.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper232.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper233.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper234.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper235.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper236.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper237.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper238.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper239.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper24.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper240.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper241.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper242.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper243.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper244.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper245.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper246.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper247.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper248.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper249.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper25.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper250.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper251.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper252.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper253.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper254.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper255.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper256.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper257.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper258.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper259.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper26.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper260.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper261.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper262.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper263.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper264.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper265.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper266.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper267.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper268.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper269.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper27.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper270.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper271.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper272.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper273.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper274.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper275.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper276.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper277.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper278.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper279.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper28.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper280.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper281.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper282.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper283.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper284.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper285.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper286.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper287.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper288.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper289.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper29.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper290.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper291.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper292.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper293.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper294.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper295.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper296.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper297.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper298.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper299.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper3.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper30.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper300.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper301.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper302.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper303.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper304.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper305.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper306.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper307.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper308.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper309.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper31.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper310.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper311.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper312.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper313.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper314.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper315.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper316.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper317.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper318.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper319.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper32.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper320.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper321.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper322.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper323.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper324.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper325.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper326.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper327.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper328.jpg,paper&cardboard
